country,ISO2,ISO,slug,start_date,end_date,lable_end_date,active,new_cases_feature,new_cases_label,stringency_actual,population,gdp_per_capita,population_density,Urban_population,UHC_service_coverage_index,basic_sanitation_services,Population_ages_0_to_14,Population_ages_15_to_64,Population_ages_65_and_over
Denmark,DK,DNK,denmark,2020-04-26,2020-05-16,2020-06-05,1208,2283,3302,65.74,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-05-16,2020-06-05,2020-06-25,636,1019,1780,57.41,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-06-05,2020-06-25,2020-07-15,573,761,1218,57.41,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-06-25,2020-07-15,2020-08-04,300,457,1478,54.63,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-07-15,2020-08-04,2020-08-24,778,1021,3528,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-08-04,2020-08-24,2020-09-13,1537,2507,6013,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-08-24,2020-09-13,2020-10-03,2939,3506,12968,47.69,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-09-13,2020-10-03,2020-10-23,6392,9462,18802,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Sierra Leone,SL,SLE,sierra-leone,2020-01-22,2020-02-11,2020-03-02,0,0,0,0.0,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-02-11,2020-03-02,2020-03-22,0,0,0,0.0,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-03-02,2020-03-22,2020-04-11,0,0,8,33.33,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-03-22,2020-04-11,2020-05-01,8,8,136,78.7,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-04-11,2020-05-01,2020-05-21,108,128,577,80.56,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-05-01,2020-05-21,2020-06-10,345,449,926,73.15,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-05-21,2020-06-10,2020-06-30,375,477,877,56.48,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-06-10,2020-06-30,2020-07-20,428,400,649,56.48,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-06-30,2020-07-20,2020-08-09,384,249,454,40.74,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-07-20,2020-08-09,2020-08-29,403,205,308,32.41,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-08-09,2020-08-29,2020-09-18,358,103,237,32.41,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-08-29,2020-09-18,2020-10-08,432,134,274,29.63,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-09-18,2020-10-08,2020-10-28,500,140,201,25.93,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-01-27,2020-02-16,2020-03-07,0,0,0,0.0,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-02-16,2020-03-07,2020-03-27,0,0,0,0.0,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-03-07,2020-03-27,2020-04-16,0,0,15,46.3,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
Sierra Leone,SL,SLE,sierra-leone,2020-03-27,2020-04-16,2020-05-06,15,15,225,78.7,7813215.0,504.46254336648,105.987170961485,42.055,39.0,15.6526615756648,40.7243113110288,56.3279520658269,2.94773662314425
